sentence,label
Komedi pelik dan luar biasa.,5
"Filem ini harus mengejutkan anda dari tempat duduk anda beberapa kali, membuat anda ketawa sedikit, dan membuat anda merasa seolah-olah ia bernilai tujuh dolar anda, walaupun akhirnya menjadi penipu.",4
Mempunyai kemampuan untuk melakukan perubahan dan memberi inspirasi kepada harapan.,4
"Kelas pertama, yang melibatkan filem B secara menyeluruh yang menggabungkan dua genre yang pasti, yang disukai - filem penjara dan filem pergaduhan.",5
Pengendalian LaBute dengan teliti menjadikan bahan itu kelihatan asli dan bukannya menjeling.,5
"Di antara semua pengamatan emosi, sukar untuk mengetahui kedalaman kedua tokoh sastera ini, dan bahkan masa di mana mereka hidup.",2
Tetapi mereka terpesona dengan kelalaian mereka.,4
"Kematian kepada Smoochy sering sangat lucu, tetapi yang lebih luar biasa adalah integriti visi misanthropik DeVito.",4
Dua jam yang indah dan menghiburkan.,5
"Anda mendapat idea, bagaimanapun, bahawa Kapur bermaksud filem itu lebih daripada itu.",3
Filem yang hebat dan mengerikan.,4
"Di tengah-tengah komedi populis baru yang menekankan pentingnya tradisi keluarga dan komuniti keluarga, seseorang akan sukar mencari filem dengan hati yang lebih besar dan gemuk daripada Barbershop.",5
Persembahan Parris boleh dipercayai dan sangat matang.,4
`` Enigma '' adalah jenis drama bersejarah yang menarik yang tampaknya telah diserahkan oleh Hollywood untuk memilih filem perang sentimental dalam urutan `` We Were Soldiers.,3
Skrip layar Munch dengan lembut memerhatikan wataknya.,4
Dia memerhatikan mereka ketika mereka melayang di lautan keperibadian mereka.,4
Pemandangannya pendek dan sering tidak dijangka.,3
Ini menarik anda dalam kegelapan dan menggegarkan anda dengan kuat selama tempohnya.,4
"Berani Leigh di sini adalah bahawa tanpa sekali-kali menyangkal kehidupan keras orang di pinggiran ekonomi warisan Margaret Thatcher yang hancur, dia menegaskan pentingnya saat-saat ketika orang dapat berhubung dan menyatakan cinta mereka satu sama lain.",3
"Hashiguchi dengan jelas menggambarkan cara hidup orang muda Jepun sekarang, menentang campuran budaya mereka yang berunsur kegembiraan milenium dan santapan tradisional.",4
Tidak sekata tetapi banyak keseronokan.,4
Saya tahu bahawa saya tidak akan pernah mendengar Marvin Gaye atau Supremes dengan cara yang sama lagi,4
"Kedua pemeran utama, hampir sempurna dalam peranan mereka, membawa hati dan kenyataan yang mendorong filem ini, dan kadang-kadang, menjadikannya filem jenayah unggul.",5
"Tidak sehebat The Full Monty, tetapi usaha kedua yang sangat kuat.",4
"Setiap kali mengancam untuk terjebak dalam drama yang sungguh-sungguh, urutan visual yang mengejutkan seperti lonjakan melalui jeram yang berpusing atau lompatan dari puncak ke puncak membangkitkan kita.",4
"Sekiranya kuda boleh terbang, ini pasti kelihatan seperti apa.",3
"Terungkap sebagai salah satu filem paling berani politik sejak beberapa dekad kebelakangan dari mana-mana negara, tetapi terutama dari Perancis.",4
Kisah dongeng Hollywood yang sebenar ini lebih menarik daripada fantasi biasa yang dihasilkan oleh Hollywood.,4
"Pembunuhan grafik dan penciptaan semula Kroasia yang dilanda perang tidak tepat pada masanya, relevan, dan menyedihkan.",4
"Tinggalkan saya dengan sensasi viseral yang panjang, jejak keinginan dan keputusasaan Charlotte.",4
"Watak-wataknya lebih banyak difikirkan daripada dalam filem-filem ""pemikiran kanan"".",4
"Dihimpit dengan kejadian, dan penuh semangat dan semangat.",4
"Ia menyeronokkan, memercik dan menghiburkan.",4
"Kisah sederhana tentang persahabatan yang tidak mungkin, tetapi berkat tempat-tempat cantik dan persembahan utama yang luar biasa, ia mempunyai daya tarikan yang cukup besar.",5
"Mungkin lebih mudah untuk menonton video di rumah, tetapi itu tidak boleh menghentikan para penggemar filem Perancis yang sukar untuk keluar dan menikmati pengalaman di layar lebar.",4
"Tidak ada akal untuk apa yang terjadi di sini, tetapi pembuatnya memenuhi klise dengan sedikit.",3
"Cantik, bertimbang rasa, dan cantik.",5
Pencapaian mengejutkan oleh pengarah Malcolm D. Lee dan penulis John Ridley.,4
"Dianyam bersama-sama dengan indah, mengingat tonggak rockumentary tahun enam puluhan dari Lonely Boy to Do n't Look Back.",4
Ini adalah pembuatan filem yang murni dan menarik.,5
Anda tidak betul-betul tahu apa yang berlaku tetapi anda akan sangat letih.,3
Pemberontakan tahun 1960 salah arah: anda tidak boleh melawan budaya anda.,3
Berfungsi kerana Reno tidak menjadi sombong atau suci terhadap penonton.,5
Nettelbeck ... mempunyai cara yang menyenangkan dengan metafora.,4
Acara penyertaan murni yang intelektual kekurangan gizi akan tersekat-sekat dalam kegilaan.,3
Pelakon menyampaikan tanpa malu-malu cerita yang gementar.,4
"Eksperimen video digital Steven Soderbergh adalah pandangan pintar dan memotong, cepat dan kotor pada kehidupan moden dan kehidupan filem.",4
"Sorotan filem ini pastinya lakon layarnya, baik untuk dialog rapsodik yang melompat dari halaman, dan untuk ciptaan watak yang tidak dapat dilupakan.",4
"Ini membolehkan anda menentang kemanusiaan seorang psiko, tanpa membuatnya menjadi kurang hebat.",4
"Lebih baik, lebih manis, dan lebih pendek daripada yang pertama (yang terbaik yang saya ingat), tetapi masih merupakan masa yang sangat baik di pawagam.",5
Filem ini terang dan terang dengan cara yang betul.,5
"Cantik dan fasih (bertafakur) pada kematian dan yang paling sukar difahami, cinta.",5
Selesaikan lapisan emosi sinetron dan anda dapati gambaran buruk mengenai entiti berkuasa yang mencekik kehidupan orang yang paling ingin mempercayainya.,4
Pembuat filem Tian Zhuangzhuang dengan berjaya kembali ke pembuatan filem naratif dengan karya hebat yang tenang.,5
"Ia unggul kerana, tidak seperti banyak filem Hollywood sejenisnya, ia menawarkan harapan.",4
"Tembakan dalam kisah hitam-putih yang kaya dan gelap, Devils, dengan ironi yang semakin geli, hubungan antara penculik yang enggan dan tawanan.",5
Tidak ada gambaran jelas mengenai siapa yang membunuh Bob Crane.,3
Tetapi inilah sekilas hidupnya.,3
"Indah spektakuler, belum lagi misteri, sensual, penuh emosi, dan penuh dengan nyanyian tekak virtuoso.",5
"Orang dewasa hiburan musim panas dapat melihat tanpa merasa malu, tetapi mungkin lebih banyak lagi.",4
Jarang tetapi menarik.,4
"Filem seram Beauty and the Beast dan 1930-an yang mengasyikkan, lucu dan akhirnya mengangkut semula",5
"The Pinochet Case adalah album peringatan dari mereka yang, setelah bertahan, paling menderita.",3
Komedi yang berperasaan manis yang melupakan misogyny lutut yang melucukan humor dalam begitu banyak komedi remaja.,4
"Argento, yang baru berusia 26 tahun, membawa keagresifan muda, luar-ke-dunia, ke dalam projek itu, seolah-olah dia akan membuka pembuluh darah dan membuang stok filem mentah.",4
"Dengan begitu banyak percintaan buruk di luar sana, inilah jenis filem yang layak mendapat peluang untuk bersinar.",4
"Curang, cerdas dan erotis membingungkan, potret Haneke dari masyarakat Austria kelas atas dan penindasan iblisnya yang tersembunyi dirasakan secara unik dengan sentakan sardonik.",5
"Walaupun Jackson tidak selalu berjaya menyatukan watak-watak di latar depan ke dalam lanskap yang sangat kaya, harus dikatakan bahawa dia adalah pembuat filem khayalan yang dapat melihat hutan untuk pokok-pokok.",4
"""The Quiet American"" bermula di Saigon pada tahun 1952.",3
Itu tanda pertama masalah.,2
Perkara yang mempesona untuk dilihat - selagi anda memakai kacamata 3D yang agak rumit yang disediakan teater.,4
Bersabarlah dengan Hush yang indah!,4
dan ganjaran anda akan menjadi pengalaman menonton filem yang penuh emosi.,5
Filem berformat besar sangat sesuai untuk menangkap pemuzik ini dengan penuh semangat dan sistem suara IMAX yang luar biasa memungkinkan anda merasakan irama jari kaki anda.,5
"Godard tidak pernah membuat filem yang lebih indah daripada meditasi cinta yang tidak disangka-sangka mengenai cinta, sejarah, ingatan, perlawanan dan transendensi seni.",5
"Jenis filem yang disiarkan hanya sekali-sekala, filem yang tidak konvensional, kotor dan sempurna sehingga menarik nafas lega.",5
"Tidak seperti kebanyakan filem luncur, Blue Crush menggunakan teknologi moden dengan senang hati untuk menarik perhatian penonton.",4
"Pada penghujungnya, anda tidak dapat membantu tetapi merasa 'terpikat.",4
"Humor di luar pusat adalah berterusan, dan ensemble memberikannya daya tarikan yang memberangsangkan.",4
Kepingan droll yang sedap.,3
Mike Leigh menghidupkan filemnya dengan watak watak yang hebat yang menghidupkan perjuangan harian pekerja kelas yang rutin,5
"Karya yang luar biasa: tidak dapat difahami, sukar difahami, tetapi tidak dapat dijelaskan dengan kuat",5
"Komedi cemburu romantis yang berkilauan, sering menggelikan ... Attal kelihatan seperti Robert DeNiro yang masih muda sehingga nampaknya filem itu sebaliknya harus digelar ""Suamiku Adalah Travis Bickle"".",5
"Walaupun anda seorang karnivor agnostik, anda dapat menikmati banyak Jonah secara sederhana, dan bersyukur, sebagai kegilaan yang sangat ketawa dengan rasa Monty Pythonesque yang jelas.",4
Di mana Bowling untuk Columbine paling berharga adalah dalam mengkaji budaya ketakutan Amerika sebagai punca keganasan senjata api.,3
"Hasilnya agak memuaskan - ia masih berasal dari Spielberg, yang tidak pernah membuat sesuatu yang paling tidak dapat ditonton.",4
Tetapi tahap ini juga mengecewakan.,2
Pelakon seluruh Perancis adalah marveilleux.,5
Terdapat banyak cadangan untuk Membaca Bibir Saya.,4
"Filem kecil dengan kesenangan utama dari tuan Portugis, Manoel de Oliviera ...",5
Brosnan memberikan gambaran yang kuat dan sempurna sebagai persembahannya yang luar biasa seperti Bond in Die Another Day.,5
"Penonton disarankan untuk duduk di belakang dan menyipit agar tidak memperhatikan bibir yang benar-benar mengerikan, tetapi jika tidak, penghasilannya cukup elegan.",4
Filem ini ... sangat lucu semasa anda melihatnya melalui jari di depan mata anda.,4
Nicks mengekalkan tahap humor yang berlebihan dan bergaya sepanjang masa dengan mengambil harapan anda dan memutarnya sedikit.,4
Perubahan yang menyegarkan dari usaha bantal whoopee biasa yang ditujukan untuk pasaran belia.,5
Ia mendapati keseronokan filemnya dalam peristiwa kecil yang dapat membuat seseorang yang menjalani hidupnya setengah tertidur tiba-tiba bangun dan mengambil perhatian.,4
... filem kurma yang menyeronokkan ...,5
"Kegigihan karya ini banyak menyebutkan, menawarkan pemandangan impian halusinasi yang membuat frustrasi dan memikat.",5
Dua Minggu Pemberitahuan mempunyai daya tarikan selain menjadi kenderaan Sandra Bullock atau komedi romantis standard.,4
"Jahitan filem itu mungkin menunjukkan ... tetapi Pellington memberikan ""Mothman"" suasana yang luar biasa tanpa henti yang membuat gambar menarik.",4
"Sekiranya Sebilangan besar Martha tidak mengejutkan, ia masih merupakan pengalihan yang manis, malah enak.",4
Komedi liar yang hanya dapat muncul dari minda penulis bernama Being John Malkovich.,4
Schnitzler melakukan pekerjaan dengan baik yang membezakan kelancaran filem ini dengan paranoia masa lalu filem itu.,5
"Perjalanan berwajah segar, hati besar dan sering lucu untuk anak-anak, dengan gula-gula mata dan kecerdasan yang cukup untuk menjauhkan ibu bapa dari tempat konsesi.",5
Mana memberi kita watak yang menarik dan rosak yang ingin kita bantu - atau terluka.,3
"Skrip sentimental mempunyai masalah, tetapi para pelakon mengambil kendur.",4
Dokumentari yang baik dapat menjadikan subjek yang menarik yang anda fikirkan akan membuat anda tenang.,4
Contohnya: Scratch Doug Pray.,3
Heremakono Abderrahmane Sissako (Menunggu Kebahagiaan) adalah potret elegan kota transit di pantai Afrika Barat yang berjuang melawan pengaruh asing.,3
"Di XXX, Diesel adalah makhluk langka - wira aksi dengan tingkah laku meja, dan yang membuktikan bahawa keanggunan lebih dari sekadar tato.",5
Potret pelacur yang menarik dan suram: apa yang mereka fikirkan tentang diri mereka sendiri dan pelanggan mereka.,5
"Semuanya dimainkan ... seperti komedi John Hughes kelas atas, sejenis Elder Out Bueller's Time Out.",4
"Filem ini diperkaya oleh pemeran antik yang dicampur imajinatif, diketuai oleh Christopher Plummer sebagai Paman Ralph yang paling halus dan paling jahat yang pernah saya lihat dalam banyak adaptasi filem dan pentas karya ini.",5
Ini adalah salah satu jenis filem paling jarang: filem bukan Disney berorientasi keluarga yang sebenarnya lucu tanpa memukul di bawah tali pinggang.,4
Ia sangat tidak logik mengenai wataknya.,5
Filem yang bergerak dan penting.,5
Kecerdasan mendalam dan kasih sayang yang menyelimuti menghirup setiap bingkai.,5
"Keistimewaan Famuyiwa membahas materi pelajarannya dengan cara yang berselera dan cerdas, dan bukannya memaksa kita untuk menanggung setiap plot yang dapat ditawarkan oleh genre klise.",4
Showtime adalah filem yang cantik dengan skor yang melambung dan cengkaman lagu yang meriah untuk tanda baca yang tepat.,5
"Sweet Home Alabama tidak akan memenangi sebarang Anugerah Akademi, tetapi pengalihan tarikh-malam ini pasti akan memenangi hati.",4
sentuhan lucu yang sangat kejam pada komedi remaja yang dipenuhi dengan helah sinematik yang kreatif dan soundtrack pembunuh yang ironis,4
Sebuah filem yang baik dan fasih yang pada akhirnya memberikan sinar harapan kepada para pelarian yang dapat melihat ke depan dan menahan hidup di masa lalu yang hilang selama-lamanya.,5
"Walaupun banyak lelaki ini kurang menggemaskan (ratapan mereka cukup mementingkan diri sendiri), ada sesuatu yang penting mengenai filem ini.",4
Drama tur de force mengenai peranan imaginasi yang sangat penting dalam perkembangan dua remaja yang berani.,4
"Ini adalah kekuatan dokumentari untuk mengabaikan bias yang ada, terutama semudah yang menggoda dengan premis ini.",4
"Ketika dua puluh sesuatu yang menggemari membuat filem mengenai kehidupan mereka, narsisme yang sukar dikendalikan adalah sesuatu yang diberikan, tetapi betapa dunia yang kita tinggali jika rakan sejawat Hollywood Argento ... mempunyai banyak khayalan dan keberanian.",4
Maryam lebih tepat pada masanya dari sebelumnya.,4
"Meditasi yang fasih, reflektif dan indah pada kedua-dua peristiwa yang sangat dahsyat satu tahun yang lalu dan proses penyembuhan yang perlahan dan menyakitkan setelah mereka bangun.",5
Piccoli memberikan persembahan hebat yang penuh dengan perasaan yang mendalam.,5
"Apa konsep, apa idea, apa yang menggembirakan.",5
"Ini adalah penampilan yang lebih menarik pada masa depan daripada ""Bladerunner"" dan salah satu pengembaraan ilmiah konsep paling tinggi yang dicuba untuk layar.",4
Filem langka yang begitu tajam dan tepat seperti novel yang menjadi asasnya.,5
"Filem berskala epik dengan perasaan intim, kisah tentang pergolakan persahabatan.",4
Sayles mengawasi cara orang yang berlainan etnik bercakap dan tentang orang lain di luar kumpulan.,4
"""Nicholas Nickleby"" adalah filem keluarga yang sempurna untuk dibawa semua orang kerana tidak ada ""A Christmas Carol"" baru di pawagam tahun ini.",4
"Charlie Hunnam mempunyai mata yang sekelip mata, senyum yang ditindas dan wajah tekad yang diperlukan untuk melaksanakan seorang wira Dickensia.",5
"Niccol pembuat filem menggabungkan gambar simbolik kolaboratornya dengan kata-katanya, yang menyindir, sebagai contoh, bahawa di Hollywood, hanya Tuhan yang berbicara kepada media",4
"Khouri berhasil, dengan bakat hebat, untuk menjaga kelucuan bola skru dan intensiti keluarga yang melumpuhkan darah pada satu kontinum.",4
"Kesan sebagai penyesuaian yang dipasang dengan mahir, sangat digilap dan profesional ... sama seperti mengerikan dan tidak menyenangkan seperti ""Manhunter"".",5
Ini adalah filem yang kukuh mengenai orang yang hidupnya tidak lain.,4
"Walaupun sentuhan terlalu Arthouse 101 dalam simbolik puitisnya, Heaven terbukti sangat sesuai dengan kepekaan dua pengarah.",4
Saya tidak cukup mencadangkannya.,4
Wiseman mendedahkan mangsa penderaan rumah tangga dengan rasa kasihan dan keganasan mereka.,3
"Muccino, yang mengarahkan dari lakon layarnya sendiri, adalah penonton yang hebat, dan The Last Kiss ... menyediakan katarsis sentimental lebih dari cukup untuk malam yang memuaskan di multiplex.",5
Kami mahukan funk - dan filem ini mendapatnya.,4
"Wow, jadi siapa yang tahu bahawa Charles Dickens boleh berperasaan ringan?",4
"Ramai yang melihat tarikan tersebut dengan alasan hanya panas di luar dan terdapat penyaman udara di dalamnya, dan saya rasa A.C. tidak akan membantu filem ini sedikit pun.",1
"Jalan cerita ditenun bersama dengan mahir, tembakan udara yang mengagumkan mengagumkan, dan pengalaman keseluruhannya mengagumkan.",5
"Filem ajaib, saya akan pulang begitu kecil, namun dipenuhi dengan kebijaksanaan dan emosi.",5
Baran mengejutkan tanpa anak-anak Majid Majidi anda yang suka kasut dan cacat kasut.,2
"Setiap saat bergelut dengan ketegangan, dan pada akhir hentakan, anda berada di tepi tempat duduk anda.",5
"Filem keluarga bertaraf G yang hebat dan menggembirakan, yang ditujukan terutamanya kepada anak-anak kecil tetapi dengan nilai hiburan yang banyak agar orang dewasa tidak tergila-gila di tempat duduk mereka.",5
"Mesej siri mengenai membuat pilihan yang tepat dalam menghadapi alternatif yang menggoda tetap menonjol, seperti halnya keperibadian gadis-gadis yang lucu.",4
Kaya menghiburkan dan menjanjikan sejumlah metafora bacaan.,5
Alegori yang menarik mengenai hari-hari terakhir Republik Weimar demokratik Jerman.,4
Menawarkan perjalanan bebas rasa bersalah ke wilayah yang menyenangkan.,5
"Filem B yang boleh anda duduki, nikmati pada tahap tertentu dan kemudian lupakan.",4
Devos memberikan persembahan yang sempurna yang menangkap syaitan yang tidak bersalah dan berkembang di dalam bunga dinding.,4
"Mengecewakan, watak-watak itu terlalu pelik dan tidak berfungsi, termasuk Tom, sehingga tidak pernah terkena kulit, tetapi ini dikompensasikan sebahagian besarnya dengan dialog di luar dinding, permainan visual dan kelucuan ide itu sendiri.",3
"Pengarah Todd Solondz telah membuat filem mengenai reaksi kritikal terhadap dua filemnya sebelumnya, dan mengenai tanggungjawabnya terhadap watak-watak yang diciptanya.",4
"Kata yang terlintas di fikiran, sambil menyaksikan penghormatan Eric Rohmer kepada seorang wanita Skotlandia yang berani, adalah pelukis.",4
Kajian kes menarik mengenai pembebasan kuasa bunga - dan harga yang dibayar untuknya.,5
"Lebih terang daripada Atlantik dan lebih terperinci secara biologi daripada autopsi, filem ini juga sering kali menggelikan.",5
"Benar-benar adalah filem pan-Amerika, dengan detik-detik pandangan sebenar ke tengah bandar.",4
"Senario yang terlalu biasa dibuat segar oleh lakon layar pintar dan persembahan yang menarik dalam usaha rendah, video-shot, debut indie ini.",4
"Melengkapkan kajian bandar ini dengan merujuk kepada cerita rakyat Norway, Villeneuve mencipta di Maelstrom sebuah dunia di mana peliknya boleh dipercayai dan yang nyata menjadi ajaib.",4
Debut Ong yang menjanjikan adalah kisah hangat dan terkenal tentang pengalaman pendatang Cina baru-baru ini di New York City.,5
Bahawa Fisher Antwone yang sebenarnya dapat mengatasi halangan peribadinya dan menjadi lelaki yang baik adalah sesuatu yang indah;,5
"Tidak banyak untuk Fatale, di luar kejutannya yang bergaya ... tetapi tidak apa-apa.",3
"Apa yang menebus filem ini adalah pemeran, terutama Ya-Yas sendiri.",4
"Cantik, sejuk, berwarna-warni yang aneh dan hanya biasa di dunia lain, sedikit seni aneh yang ada di sana untuk menakutkan sementara kami menggembirakan gambarnya.",4
"Terserah kepada (Watts) untuk memberi kepercayaan kepada senario aneh ini, dan kehadirannya berjaya membuat kita percaya.",4
"Filem ini atmosfera gelap, dengan Herrmann secara senyap-senyap menunjukkan kesedihan dan obsesi di bawah pendengaran paksa Hearst.",3
"Shyamalan mengambil konsep yang berpotensi sopan dan berlebihan (makhluk asing datang ke Bumi) dan memasukkannya ke dalam kisah pencerobohan tersembunyi yang pedesaan, realistik, dan sama sekali menyeramkan.",4
"... ceritanya, seperti Bolero Ravel, membangun sebuah crescendo yang merangkumi lebih banyak jalan daripada yang kita mulakan.",4
"Ia tanpa plot, tanpa bentuk - namun, ia mesti diakui, tidak sepenuhnya tanpa humor.",2
"Sesungguhnya, bit yang lebih keterlaluan mencapai tahap ketawa yang mengejutkan dengan hampir keseluruhan bahagian Dada.",4
Arahan Gondry sudah memadai ... tapi yang memberikan keunikan kepada Alam Manusia adalah naskah Kaufman.,4
"Plot filem ini mungkin cetek, tetapi anda tidak pernah melihat kedalaman seperti yang anda lihat dalam gambar surfing yang mengerikan ini.",4
"Dengan pemeran besar yang mewakili keratan rentas luas, filem Tavernier terikat bersama dengan energi tikus ""His Girl Friday"", mengekalkan sentuhan ringan sambil menangani tema-tema serius.",4
Pemerhatian terhadap persekitaran sosial / ekonomi / bandar ini sangat menarik dan dibumbui dengan ironi.,4
Renner membawakan sebahagian besar filem dengan persembahan yang menyeramkan dan mematikan.,5
Jarecki dan Gibney menemui cukup banyak bahan untuk mempertanyakan rekod Kissinger dan menjelaskan bagaimana versi statecraft yang diplomat diplomat itu mungkin telah mengorbankan ribuan dan mungkin berjuta-juta nyawa.,3
Jean Reno yang bermata spaniel menyisipkan Hubert dengan campuran humor sejuk dan humor yang sejuk dan hanya ukuran kelembutan yang diperlukan untuk memberikan hati komik ini.,4
Aniston akhirnya memutuskan dengan gambar rakannya dalam filem bebas sindiran dan kekacauan emosi.,4
Sedikit menyeronokkan jika penyesuaian tanpa buku dari buku yang jauh lebih baik.,3
"Kebenaran tidak dijangka, dan sering bertentangan, muncul",4
"300 tahun sejarah dan budaya Rusia dimampatkan ke dalam aliran kesedaran yang terus berubah, lancar dan mewah.",5
"Cerdas, kaustik mengambil penulis hebat dan manusia yang meragukan.",4
"Mungkin mengambil masa yang manis untuk pergi ke mana sahaja ia pergi, tetapi jika anda mempunyai kesabaran untuk itu, anda tidak akan merasa seperti itu sia-sia.",4
Kurang yang disukai oleh para penyembelih neraka kejahatan yang benar-benar sensasional dan lebih eksperimen dalam penceritaannya (walaupun tidak kurang menakutkan untuknya).,4
Filem ini adalah yang terbaik tahun ini.,5
Gambaran kemurungan yang sangat tepat.,2
... drama jenayah yang lazat setanding dengan Mamet yang paling licin.,5
"Menawan dan lucu, ia juga agak kekok.",4
"Ditujukan dengan tujuan dan kehebatan oleh Roger Mitchell dari Inggris, yang dengan mudah membuat pertukaran dari tambang komersial yang agak ringan seperti Notting Hill ke tambang komersial dengan kenaikan tematik yang sebenarnya.",5
"Melarikan perangkap berharga dari kebanyakan komedi romantis, memasukkan kisah yang sangat nyata dan emosi yang rumit.",4
"Caper layar besar ini mempunyai kulit kayu yang baik, jauh dari menjadi bow-wow.",3
(Allen) berjaya menghidupkan premis yang agak letih ini.,4
Saya mempunyai dua perkataan untuk diperkatakan mengenai Pemerintahan Api.,3
Naga yang hebat!,4
"Dengan mengelilingi kita dengan kepalsuan, Haynes membuat kita melihat masalah yang biasa, seperti perkauman dan homofobia, dengan cara yang baru.",4
"Akaun yang disengajakan mengenai gaya hidup yang dicirikan oleh obsesi permukaannya - gaya yang melambangkan kecelaruan post, pre, dan stardom yang masih ada.",4
Nilai pengeluaran yang luar biasa,4
Filem ini mempunyai keberanian atas keyakinannya dan persembahan yang sangat baik di sisinya.,5
"Saya tahu saya semestinya tidak ketawa, tapi hei, kentut itu sampai pada anak saya yang berusia sembilan tahun.",4
"Filem yang akan menggembirakan anda, menyentuh anda dan membuat anda ketawa juga.",4
"Ini adalah pandangan pintar dan lucu di kawasan budaya popular yang misterius, dan jika tidak sepenuhnya meyakinkan, ia memberi pendedahan kepada beberapa pemain berbakat.",4
"Lebih banyak pertunjukan vaudeville daripada naratif yang dibina dengan baik, tetapi dari segi istilah itu tidak menyakitkan dan sebenarnya agak manis.",3
"Kes ini dapat meyakinkan, dan harus memberi alasan kepada hati nurani kepada siapa pun untuk berhenti sejenak.",5
Pelakon-pelakon itu menemukan irama mereka sendiri dan saling melindungi dari idea buruk dan canggung skrip.,4
Melencongkan komedi Perancis di mana seorang suami harus mengatasi perasaan cemburu yang sial.,3
Memikat dan menunjukkan bagaimana pembuat filem yang mahir dapat menyampaikan mesej tanpa memalukan penonton di atas kepala.,5
"Terdapat sedikit kepura-puraan yang dialu-alukan mengenai filem ini, yang sangat sederhana untuk menghiburkan dan akhirnya menyampaikan dengan baik.",5
"Coy tapi menggembirakan, dengan persembahan yang sungguh mantap oleh Ving Rhames dan Wesley Snipes.",4
"Ini adalah kisah yang disukai, diceritakan dengan cekap.",4
"Spider-Man bukan sahaja memberikan, tetapi saya rasa ia akan berulang kali.",5
Mengatasi masalah kesedihan dan kehilangan yang sukar dengan semangat yang memikat hidup sehingga tema itu tidak menarik penonton ke bawah.,4
Filem kecil dengan impak besar.,5
"Filem ini, walaupun tepi kasar dan kecenderungan untuk melorot di tempat-tempat tertentu, sangat buruk dan memukau.",4
"Saya mengagumi adegan penutup filem ini, yang sepertinya bertanya apakah peradaban kita memberikan penawar untuk keluhan Vincent.",4
"Seperti Rudy Yellow Lodge, Eyre perlu mengeluarkan keringat yang baik untuk menjelaskan visi sinematik sebelum penciptaannya yang seterusnya dan mengingati pelajaran dari labah-labah penipu.",1
sebuah komedi romantis yang menggembirakan.,4
"Jauh dari sepotong berbusa, dan karakternya kompleks, sarat dengan banyak bagasi dan diwarnai dengan nada tragis.",4
"Menggunakan pemeran yang menawan, penulis / pengarah Dover Kosashvili melihat hubungan yang agak gelap pada hubungan, baik seksual maupun kaum.",4
"Apabila filem telah lama tersekat, anda tahu ada sesuatu di sana.",5
Itu bagus.,5
Tafsiran pintar dan bijak mengenai permainan Oscar Wilde.,5
Lupakan satu pencalonan Oscar untuk Julianne Moore tahun ini - dia harus mendapat kelima.,5
"Filem terbaharu pengarah Jepun, Shohei Imamura adalah ganjaran yang memuaskan tetapi akhirnya memuaskan antara sophomoric dan luhur.",4
"Kwan adalah penguasa bayangan, pendiam, dan kebisingan ruangan, dan Lan Yu adalah filem yang hidup secara tidak berbahaya.",4
Walaupun plotnya mengikuti kursus connect-the-dots yang dapat diramalkan ... pengarah John Schultz mewarnai gambar dalam beberapa warna yang menggugah.,4
"Dokumentari Katz tidak mempunyai banyak panel, tetapi dengan bahan yang kaya ini tidak memerlukannya.",4
"Kami mendapat gambaran sejarah Big Papa, dan bukannya menangguhkannya.",3
Pelakon Evelyn yang kuat dan arah yang pasti menghasilkan benang yang memenangkan hati.,4
Kisah konvensional tetapi menghangatkan hati.,5
Ini adalah salah satu thriller yang luar biasa dalam beberapa tahun kebelakangan.,5
"Kulit mempunyai udara sepi, tetapi Eyre, orang asli Amerika yang dibesarkan oleh orang tua kulit putih, berjaya memasukkan jalan berbatu untuk perdamaian saudara dengan kehangatan dan humor yang lembut.",4
Filem kekuatan yang tenang.,4
"Lebih mementingkan perasaan keseluruhan, idea yang lebih luas, dan pertanyaan terbuka daripada cerita konkrit dan jawapan pasti, Solaris Soderbergh adalah puisi nada sinematik yang cantik dan menipu.",5
Filem thriller romantis pintar yang berkualiti tinggi.,4
Pertarungan pedang dilakukan dengan baik dan Auteuil adalah kesenangan yang bodoh.,4
"Ya, MIBII adalah karya yang bagus dan dapat diramalkan, tetapi dengan visual falsafah yang muncul tepat pada akhirnya yang menebusnya secara berlebihan.",4
"Filem tidak dapat mengekalkan momentum awalnya, tetapi tetap lucu secara sporadis.",3
"O Fantasma diatur secara berani, yakin, estetik dan seksual, dan kesannya sangat mengganggu.",4
"Masih Adam Sandler, dan itu bukan Little Nicky.",3
"Dan bagi kebanyakan kita, itu cukup baik.",4
Inilah satu lagi filem jenayah hebat yang berjaya membawa sesuatu yang baru ke dalam campuran.,4
"Pencapaian Lee merangkumi pemahamannya yang cukup baik tentang peranan yang dimainkan oleh Brown dalam budaya Amerika sebagai atlet, bintang filem, dan gambaran kemewahan hitam.",4
Kaufman dan Jonze mengambil risiko besar untuk merenungkan keseluruhan gagasan tentang hasrat - keinginan kita sebagai manusia untuk semangat dalam hidup kita dan kekosongan yang dirasakan ketika hilang.,3
"Ini cenderung mengingatkan salah satu filem Woody Allen yang benar-benar padat, dengan penggunaannya yang sangat baik dari bahasa New York dan tulisan yang tajam",5
"Walaupun berpusat pada pengalaman hidup keluarga teater tertentu, dokumentari yang luar biasa ini menyentuh - yang begitu anggun - pada keseluruhan sejarah teater Yiddish, baik di Amerika dan Israel.",5
"Filem ini, walaupun terdapat gangguan sinematik yang menarik, namun ia tetap menyeronokkan.",4
